iter	Logloss
0	0.6385686653
1	0.5885848999
2	0.5392836627
3	0.4959595185
4	0.4562658773
5	0.4094619462
6	0.368232883
7	0.337251715
8	0.3079553239
9	0.2785981196
10	0.2538039167
11	0.2342583064
12	0.2151348816
13	0.197098844
14	0.1769639079
15	0.1627976162
16	0.149106925
17	0.1365407008
18	0.1248869407
19	0.1162244201
20	0.1071014949
21	0.0987817254
22	0.0913862572
23	0.08410778411
24	0.07712537211
25	0.07044388183
26	0.06524337024
27	0.05956247145
28	0.05538236744
29	0.05130611193
30	0.04763513711
31	0.04418274206
32	0.04058286763
33	0.03749411251
34	0.03473948222
35	0.03289703496
36	0.03059195617
37	0.02874698982
38	0.02669340168
39	0.02502515609
40	0.02321637063
41	0.02187378078
42	0.02059550531
43	0.01919209117
44	0.01794203242
45	0.01667408114
46	0.01566943173
47	0.01470841689
48	0.01386211296
49	0.01314846982
50	0.01244765146
51	0.011759976
52	0.01102955282
53	0.01038783404
54	0.009765786142
55	0.009273756028
56	0.008750574877
57	0.008241978348
58	0.007824683908
59	0.007389992604
60	0.007076816704
61	0.006694569378
62	0.006469973029
63	0.006092447603
64	0.005791328917
65	0.005483498678
66	0.005241999296
67	0.005002969526
68	0.004752431396
69	0.004590786778
70	0.004393579483
71	0.004206690364
72	0.004000072562
73	0.003823494912
74	0.00368288314
75	0.003544897497
76	0.003462248064
77	0.003330672266
78	0.003185849995
79	0.003077991202
80	0.00297012871
81	0.00291385894
82	0.002824396229
83	0.002756177675
84	0.002671392475
85	0.00260877112
86	0.002603044915
87	0.002550487653
88	0.002545046509
89	0.002470916564
90	0.002418246942
91	0.002353074365
92	0.002282658778
93	0.002277541768
94	0.002222111462
95	0.002178216334
96	0.002172280667
97	0.002167110945
98	0.002123222753
99	0.002118433345
100	0.002060066879
101	0.002054492105
102	0.002050234442
103	0.002003779307
104	0.001999345474
105	0.001999345474
106	0.001959891577
107	0.001956029718
108	0.001900836732
109	0.00189724271
110	0.00189724271
111	0.001893262942
112	0.001888554683
113	0.00188480449
114	0.001881215439
115	0.001878171774
116	0.001836116023
117	0.001836092788
118	0.00183608354
119	0.001836072443
120	0.001800698768
121	0.001800683625
122	0.001796791479
123	0.001793812895
124	0.001793804341
125	0.00179379544
126	0.0017908409
127	0.001750399922
128	0.001750399112
129	0.001747172111
130	0.001747172111
131	0.001747187601
132	0.001705756535
133	0.001705756535
134	0.001705740236
135	0.001705740236
136	0.001705666139
137	0.001705651342
138	0.001678151777
139	0.001675229142
140	0.001640549511
141	0.001640549511
142	0.00164055136
143	0.001640556562
144	0.00164012134
145	0.001604123095
146	0.001604123095
147	0.001601610598
148	0.001601619036
149	0.001569818922
150	0.001569801698
151	0.001539264017
152	0.001539244134
153	0.001539235233
154	0.001539241013
155	0.00153921142
156	0.001539217431
157	0.001539201363
158	0.001539191653
159	0.001539178822
160	0.001539187954
161	0.001539180556
162	0.00153918726
163	0.00153918726
164	0.001518292668
165	0.001518295096
166	0.001518295096
167	0.00151828816
168	0.001518241343
169	0.001488189978
170	0.001485481197
171	0.001485475995
172	0.001485469637
173	0.001482761434
174	0.001482775075
175	0.001482760972
176	0.001441340773
177	0.001439076346
178	0.001439084785
179	0.001439081317
180	0.001439071144
181	0.001436009677
182	0.001435998118
183	0.001435999274
184	0.001435998927
185	0.001435992685
186	0.001435994881
187	0.001435994881
188	0.001435994881
189	0.001435997193
190	0.001433765711
191	0.00143375184
192	0.00143375184
193	0.001431371585
194	0.001431371354
195	0.001397836709
196	0.001397847228
197	0.00139784457
198	0.001397829195
199	0.001381523104
200	0.001379502587
201	0.001379491258
202	0.001379481664
203	0.001377622173
204	0.00137760807
205	0.001377610729
206	0.001346309646
207	0.001346296815
208	0.001346299589
209	0.00134445975
210	0.001344452698
211	0.001344434087
212	0.00134439201
213	0.001319357664
214	0.001317528112
215	0.001317518518
216	0.001317522679
217	0.001317508576
218	0.001317508576
219	0.001317508576
220	0.001317508576
221	0.001317508576
222	0.001317508461
223	0.001317498404
224	0.001317504762
225	0.00131749667
226	0.001317479446
227	0.001317470198
228	0.001317469967
229	0.001317479215
230	0.00131746754
231	0.001317471817
232	0.001317466846
233	0.001317460141
234	0.001317465112
235	0.001317447772
236	0.00128854648
237	0.001288533533
238	0.001288541163
239	0.001288545787
240	0.001288543359
241	0.001288532146
242	0.00128853677
243	0.001288532493
244	0.001288539082
245	0.001288539082
246	0.001264405235
247	0.001264404541
248	0.001242432009
249	0.001226073668
250	0.001226069622
251	0.001226056097
252	0.001226062224
253	0.001226063842
254	0.00122606257
255	0.001226059449
256	0.001226054825
257	0.001226054825
258	0.001226054825
259	0.001226056213
260	0.001204527225
261	0.001204531733
262	0.001204510348
263	0.001204510348
264	0.001204478212
265	0.00120446619
266	0.00120447405
267	0.001204454399
268	0.001204459254
269	0.001204467346
270	0.001204467346
271	0.001204454514
272	0.001204454861
273	0.001204462837
274	0.001204461566
275	0.001204444342
276	0.001204438215
277	0.001204434863
278	0.001204450931
279	0.001204454977
280	0.001204443995
281	0.001204439024
282	0.001204432435
283	0.001204431742
284	0.001204428158
285	0.001204445151
286	0.001204374059
287	0.001204372556
288	0.001204372556
289	0.001203216703
290	0.00120322283
291	0.001203183758
292	0.001203163413
293	0.0012031648
294	0.001203168962
295	0.001203156246
296	0.001202880432
297	0.001202846678
298	0.0012028461
299	0.001202850493
300	0.001202850493
301	0.001183176487
302	0.001183177875
303	0.001183181574
304	0.001183166315
305	0.001183162385
306	0.001183156258
307	0.001183156258
308	0.001183153946
309	0.001183155218
310	0.001183144814
311	0.001182920325
312	0.001182906684
313	0.001182916163
314	0.001182916163
315	0.001181310986
316	0.001181308789
317	0.001180242177
318	0.001180237322
319	0.001180234663
320	0.001180227959
321	0.001180236397
322	0.001180225994
323	0.001180228768
324	0.001180218133
325	0.001180222294
326	0.001180215359
327	0.001180227843
328	0.001180203221
329	0.001180209116
330	0.001180209116
331	0.001180208307
332	0.001162608225
333	0.001161277937
334	0.001161292386
335	0.001161261406
336	0.001161270885
337	0.001161264181
338	0.001161265915
339	0.001161261753
340	0.001161262331
341	0.001161256782
342	0.001161256782
343	0.001161266493
344	0.001161270538
345	0.001161251465
346	0.001161244298
347	0.001161240483
348	0.001161253892
349	0.001161248113
350	0.001161248113
351	0.001161244876
352	0.001161244876
353	0.001161244876
354	0.001161239096
355	0.001161235397
356	0.001161218867
357	0.001161199215
358	0.001161199215
359	0.001161209156
360	0.001161193666
361	0.001161206035
362	0.001161206035
363	0.001159718882
364	0.001158216817
365	0.001158208956
366	0.001158202251
367	0.001158215198
368	0.001156776364
369	0.001156777405
370	0.001156773474
371	0.001156779139
372	0.001156779139
373	0.001156762261
374	0.001156368307
375	0.00115636588
376	0.001156371197
377	0.001156367267
378	0.001156367267
379	0.00115635617
380	0.001156356401
381	0.00115635825
382	0.001154929127
383	0.001154920919
384	0.001154916295
385	0.001154893638
386	0.001154895719
387	0.001154902193
388	0.00115490358
389	0.001154876183
390	0.001154879536
391	0.001130608591
392	0.001130602926
393	0.001130609747
394	0.001130601886
395	0.001130601886
396	0.001130597609
397	0.001130594835
398	0.001130598996
399	0.001130590904
400	0.001130590211
401	0.001130588246
402	0.001130582697
403	0.001130592638
404	0.001129276337
405	0.001129272753
406	0.001129256454
407	0.001129252755
408	0.001129249172
409	0.001129242005
410	0.001129234722
411	0.001129235069
412	0.001129223972
413	0.001129223047
414	0.001129233913
415	0.001129220504
416	0.001129231601
417	0.00112922663
418	0.001129222816
419	0.001129208019
420	0.001129208366
421	0.001129211487
422	0.001129210562
423	0.001129204551
424	0.001129206401
425	0.001129206401
426	0.001129214839
427	0.001129213221
428	0.001129198078
429	0.001129189524
430	0.001129197384
